column	line	word	detail	context
page-062-L	47	φησι	unmarked run: rules abstain	Ογ5. 303b11. Ἀναξιμένης τὸ πλάτος αἴτιον εἶναί φησι τȣ͂
page-053-L	1	πως	unmarked run: rules abstain	ἁμῶς γέ πως Φβ4. 196a16. Μδ16. 1022a2. Ργ14. 1415
page-053-L	2	πως	unmarked run: rules abstain	b30. ἀποδεῖξαι ἢ ἀκριβῶς ἢ μαλακῶς ἢ ἁμῶς γέ πως Γβ
page-053-L	2	Γβ	unmarked run: rules abstain	b30. ἀποδεῖξαι ἢ ἀκριβῶς ἢ μαλακῶς ἢ ἁμῶς γέ πως Γβ
page-054-L	29	συλ	unmarked run: rules abstain	b6, 18, 51b3 (syn ἀναλύειν) al. ἀνάγονται πάντες οἱ συλ-
page-054-L	49	τες	unmarked run: rules abstain	τες Φα5. 188b30.
page-055-R	5	κης	unmarked run: rules abstain	κης γιγνομένων εἰς τὴν ὕλην ϗ̀ τὴν κινήσασαν ἀρχὴν ἀνα-
page-055-R	39	κης	unmarked run: rules abstain	κης ἑνός τινος ὄντος ἀλλὰ δυοῖν ἐλαχίστοιν Αα15. 34 a17.
page-056-L	2	μετ	unmarked run: rules abstain	ἀναγνωρισμός. ἄνευ περιπετείας ἢ ἀναγνωρισμȣ͂, μετ᾽ ἀνα-
page-057-L	21	μων	unmarked run: rules abstain	μων ἔνια συνετωτέραν ἔχει τὴν ψυχὴν ἐνίων ἐναίμων Ζμβ4.
page-057-L	26	μων	unmarked run: rules abstain	μων σχεδὸν πάντα, ȣ̓ πάντα βραχύβια αν9. 474 b30. μκ4.
page-057-R	14	κατα	unmarked run: rules abstain	ἀρχήν, τύραννον Πδ1. 1288b41. ε1. 1301b19 (opp κατα-
page-057-R	22	συλ	unmarked run: rules abstain	a4. ἀναιρεῖν ἐναντίως Αβ9. 60a16 Wz. ὁ καταφατικὸς συλ-
page-057-R	30	σθαι	unmarked run: rules abstain	σθαι, τὰ εἴδη, τὴν ȣ̓σίαν, τὰς ἀρχάς, πολλὰ τῶν ἐνδόξων
page-057-R	51	μετ	unmarked run: rules abstain	731b2. καταπίπτȣσιν οἱ ἄνθρωποι μετ' ἀναισθησίας Ζιγ3.
page-058-L	10	συγ	unmarked run: rules abstain	b9. cf αι7. 448a25. ἐξ ἀναισθήτων ἡμῖν Φα4. 187b1. συγ-
page-058-L	13	τον	unmarked run: rules abstain	τον Πβ4. 1262b18. ἀναίσθητος μεταβολή, ἀπόλυσις τῆς
page-058-L	42	σιν	unmarked run: rules abstain	σιν διὰ τὸ πάλιν ἀνακάμπτειν Γβ10. 337a6. 11. 338a5
page-058-R	34	σθαι	unmarked run: rules abstain	σθαι ἐξ ἀνακλάσεως πι54. 897a5. ἔστιν ἡ τροπαία ἀπόγεος
page-058-R	40	τινι	unmarked run: rules abstain	ἀνακοινȣ͂σθαί τινι ὑπέρ τινος θ133. 843b20.
page-058-R	49	καθ	unmarked run: rules abstain	ὅτι πόρρω λίαν τȣ͂ νῦν Φδ13. 222b11. καθ’ ἕκαστον μὲν
page-058-R	55	συγ	unmarked run: rules abstain	a25. cf περί et ὅσος. — ἤδη γὰρ συνέβη τινὶ γυναικὶ συγ-
page-059-L	1	κατα	unmarked run: rules abstain	341a25. τὰ μὲν ȣ̓͂ν ὄμματα εὐλόγως, ὅταν ᾖ τὰ κατα-
page-059-L	34	Γβ	unmarked run: rules abstain	ἀνακυκλεῖν. intrans ἀνάγκη ἀνακυκλεῖν ϗ̀ ἀνακάμπτεινΓβ11.
page-059-R	4	τες	unmarked run: rules abstain	τες, ἐξ ἀρχῆς, ἀπ᾽ ἀρχῆς ἀναλαβόντες λέγωμεν Ηα2. 1095.
page-059-R	59	καθ	unmarked run: rules abstain	λογίαν ἐν ταὐτῷ πάντα μδ9. 387 b3. καθ᾽ ὁμοιότητα ϗ̀
page-060-L	23	κα	unmarked run: rules abstain	συνορᾶν, dist ὅρον ζητεῖν Μθ6. 1048 a37 Bz. ἐν ἑκάστῃ κα-
page-060-L	55	τινι	unmarked run: rules abstain	τὴν αὔξησιν Ζιβ1. 501 a3. ἀνάλογον (adverb) εἶναί τινι, πρός
page-060-R	41	ματα	unmarked run: rules abstain	ματα περιαιρετέον οβ1345 b26. opp πρόσοδοι οβ1346a11,16.
page-060-R	56	τον	unmarked run: rules abstain	ἀναμηρυκᾶσθαι. φασὶν αὐτὸν (τὸν υ[?]τον) τὴν τροφὴν ἀνα-
page-061-R	7	ματα	unmarked run: rules abstain	ματα ἐκ πάντων τῶν ὁμοιομερῶν Γα1. 314a25, 29, b1.
page-061-R	18	κα	unmarked run: rules abstain	b13. Ζμα1. 640b8. ὁ νȣ͂ς εἷς, ἁπλȣ͂ς, ἀμιγής, ἀπαθής, κα-
page-062-R	13	σιν	unmarked run: rules abstain	σιν αἱ προτάσεις β9. 60a31). ἀνάπαλιν τιθέναι τὸ μέσον
page-062-R	35	μεθ	unmarked run: rules abstain	ἀνάπαυσις. μεθ’ ἡδονῆς, ὠφέλιμον, σώζει ἡ ἀνάπαυσις υ2.
page-062-R	42	μεθ	unmarked run: rules abstain	παύσεις μεθ’ ἡδονῆς Ηθ11. 1160a24. coni ῥαθυμίαι, ἀμέ-
page-053-L	21	ραν	unmarked run: rules abstain	ραν κἂν εἴ τι τοιȣ͂τον ἕτερόν ἐστιν Πθ6. 1341a19, cf eius-
page-053-L	39	λαμ	unmarked run: rules abstain	οἱ ἰχθύες, εἰ μὴ διὰ τȣ̀ς φθεῖρας, κἂν ὥστε τῇ χειρὶ λαμ-
page-053-L	58	κη	unmarked run: rules abstain	ἔξεστι ποιεῖν ὅτι ἂν θέλωσι τοῖς γνωρίμοις μᾶλλον, ϗ̀ κη-
page-053-R	12	μεν	unmarked run: rules abstain	μεν pro ὑπολαμβάνοιμεν). 4. 808 b21 (fort δῆλον ἂν pro
page-053-R	41	τινα	unmarked run: rules abstain	i q ὀχεύειν. ἀναβαίνειν ἐπί τινα Ζιε2. 539 b24. ζ18. 572b4.
page-053-R	48	πε	unmarked run: rules abstain	ἀναβιȣ͂ν. τὸ παιδίον πάλιν ἀνεβίωσε Ζιη10. 587 a24. τὰ πε-
page-053-R	52	πειν	unmarked run: rules abstain	πειν εἰς τὸν ȣ̓ρανόν μα8. 346 a34. f 13. 1476 a26.
page-054-L	8	ηκ	unmarked run: rules abstain	αἱ ἀπὸ τȣ͂ ηκ ἀναγόμεναι γραμμαί μγ5. 376a1. εἰ ἀνῆκτο
page-054-L	35	και	unmarked run: rules abstain	εὐμάθειαν Ργ14. 1415a38. ἀνακτέον τὸν λόγον ἐπὶ τὰς και-
page-054-L	46	με	unmarked run: rules abstain	βία με ταῦτ' ἀναγκάζει ποιεῖν (Soph El 256) Μδ5. 1015
page-054-R	39	δωκε	unmarked run: rules abstain	δωκε τῷ δήμῳ δύναμιν Πβ12. 1274 a15. ἐκκλησιάζειν τὰς
page-054-R	58	γυ	unmarked run: rules abstain	1370 a10. ηεβ7. 1223 a32. ἀναγκαῖοι πόνοι, ἀναγκαῖα γυ-
page-055-L	51	βȣ	unmarked run: rules abstain	ἀνάγκης ὄντων Ηζ6. 1140b32. 3. 1139b22. ȣ̓κ ἔστι βȣ-
page-055-L	61	θ	unmarked run: rules abstain	τὸ θ' ȣ̔͂ ἕνεκα ϗ̀ τὸ ἐξ ἀνάγκης Ζμα1. 642a2. Ζγδ8. 776
page-055-R	11	βελ	unmarked run: rules abstain	χάριν τȣ͂ βελ.τίονος Ζμδ11. 692 a3. 12. 694 a22, b5, 6. Ζγβ1.
page-055-R	27	κην	unmarked run: rules abstain	κην Ζιζ22. 576 b23. τῇ ἰσχυροτάτῃ ἀνάγκῃ κατέλαβε τὸν
page-055-R	37	συμ	unmarked run: rules abstain	ἐξ ἀνάγκης ἢ κατὰ τὸ εἰκός πο10. 1452 a20. ȣ̓δὲν συμ-
page-056-L	22	ς	unmarked run: rules abstain	ακ800b15. — 2. i q ἀπόπλ[?]ς θ108. 840a33. — 3. logice
page-056-L	33	μον	unmarked run: rules abstain	μον ὕδωρ ἀναδίδωσιν μα13. 351a15, 17. β2. 356a2. —
page-056-L	58	πȣσα	unmarked run: rules abstain	πȣσα Ζγγ2. 753a30. — ἀναθολȣ͂ται τὸ ὕδωρ, ὁ οἶνος sim
page-056-R	11	δης	unmarked run: rules abstain	δης, ἡ δὲ ξηρά, καπνώδης μβ3. 357 b24, 358 a22. 4. 359
page-056-R	33	κοι	unmarked run: rules abstain	ἡ μὲν ἀτμὶς ὑγρότης τις, ἡ δὲ καπνώδης ἀναθυμίασις κοι-
page-056-R	34	πνευ	unmarked run: rules abstain	νὸν ἀέρος ϗ̀ γῆς αι5. 443 a27. ἡ ὀσμὴ καπνώδης τίς (πνευ-
page-056-R	44	ση	unmarked run: rules abstain	ἀναιδὴς λᾶας (Hom [?]λ 598) Ργ11. 1411 b34.— ἀναιδȣ͂ς ση-
page-056-R	57	ι	unmarked run: rules abstain	a16 (arteriae spermaticae AZι I 305 n 7). πόροι ἄναιμοι
page-056-R	60	γ	unmarked run: rules abstain	τὸ σπέρμα Ζγβ4. 739 a1. α6. 718 a12 (vas deferens AZγ
page-056-R	61	α	unmarked run: rules abstain	54 n 1). — 2. ζῷα ἄναιμα, τὰ ἄναιμα. α. ὅτι ἐστὶ τῶν
page-057-L	3	χα	unmarked run: rules abstain	ἀνώνυμοι, οἷον τὸ ἔναιμον ϗ̀ τὸ ἄναιμον Ζμα2. 642 b5. χα-
page-057-L	46	τομα	unmarked run: rules abstain	τομα Ζια5. 490 a9, 13. ἄναιμά ἐστι πάνθ' ὅσα πλείȣς πόδας
page-057-L	50	κι	unmarked run: rules abstain	κινεῖται σημείοις Ζπ1. 704 a11. οἱ ἰχθύες εἰ πλείω τὰ κι-
page-057-L	54	μο	unmarked run: rules abstain	715 a22, 30. 2. 716 b1. τῶν ἀναίμων τίς ὁ τρόπος τῶν μο-
page-057-R	53	σω	unmarked run: rules abstain	εἶχον) τὸ μεταξύ Φδ11. 218b26. — opp ἀκολασία et σω-
page-058-L	5	κο	unmarked run: rules abstain	b19, 12. ἀναισθήτȣ σημεῖα φ3. 807b19-28. 2. 806b22. κο-
page-058-L	35	περι	unmarked run: rules abstain	μενον κάμπτεται μδ9. 385b33. — intr, de motu: ἡ περι-
page-058-R	7	σεως	unmarked run: rules abstain	σεως) πρός τι (πρὸς τὸν ἥλιον, πρὸς ἄλλο τι τῶν λαμπρῶν)
page-058-R	32	πολ	unmarked run: rules abstain	ἡ ἀνάκλασις πια23. 901b22. τὰ κοῖλα τῇ ἀνακλάσει πολ-
page-058-R	35	σαρ	unmarked run: rules abstain	ἀνάκλασις (πνεύματος) πκϛ40. 945a7. ἀνάκλασιν τῆς σαρ-
page-058-R	61	παρ	unmarked run: rules abstain	λαμβάνοντας τὸ ὅμοιον ἐκ τῶν παρ’ ἡμῖν γιγνομένων μα3.
page-059-R	33	ποτ	unmarked run: rules abstain	μδ5. 382 b26. τί ποτ᾽ ȣ̓κ ἀνήλωται ϗ̀ φρȣ͂δον τὸ πᾶν Γα3.
page-059-R	42	συ	unmarked run: rules abstain	Φδ8. 215 b29, 6. ἀναλογία ἰσότης λόγων, διῃρημένη συ-
page-059-R	46	λειν	unmarked run: rules abstain	λειν τὴν ἰσότητα τῆς κοινῆς ἀναλογίας μα3. 340 a4. ὑπερ-
page-060-L	25	ϗ	unmarked run: rules abstain	αὐτὸ ϗ τὸ ἀνάλογον Μν2. 1089 b4. ὁ δημαγωγὸς ϗ̀ ὁ κόλαξ
page-060-R	7	νων	unmarked run: rules abstain	νων οβ1346 a23.
page-060-R	19	πȣς	unmarked run: rules abstain	πȣς εἰς τὸν τȣ͂ ἐλέγχȣ διορισμόν, syn ἀνάγειν τι6. 168 a19,
page-060-R	56	υ	unmarked run: rules abstain	ἀναμηρυκᾶσθαι. φασὶν αὐτὸν (τὸν υ[?]τον) τὴν τροφὴν ἀνα-
page-061-L	2	συν	unmarked run: rules abstain	b19. γ19. 1419b28. ρ31. 1438a4. περὶ τῶν εἰρημένων συν-
page-061-L	49	τητι	unmarked run: rules abstain	τητι (fr 1) Μι6. 1056b28, vel simplicius ἦν ὁμȣ͂ πάντα,
page-061-R	28	τος	unmarked run: rules abstain	τος ἡ κίνησις Φθ1. 252a10. quamquam ὁ νȣ͂ς διακρίνει,
page-061-R	31	προσ	unmarked run: rules abstain	prehenditur Γα10. 327b32 sqq.) σάρκας ἐκ τῆς τροφῆς προσ-
page-061-R	50	τηρ	unmarked run: rules abstain	τηρ, ὁ ἥλιος πατήρ φτα2. 817a26. — τὰ ζῷα πάντα ἀνα-
page-061-R	61	ρας	unmarked run: rules abstain	ρας certa emendatione restitutum est ξ2. 976a14).
page-062-L	11	τρας	unmarked run: rules abstain	τρας ἀνεξηραμμένης ἤδη ϗ̀ κατεψυγμένης f 259. 1525b32.
page-062-L	18	δρος	unmarked run: rules abstain	δρος Φγ4. 203b11-14. (Anaximander resp ὁ δὲ τὸ ἄπειρον
page-062-L	36	ρον	unmarked run: rules abstain	ρον, ἀέρος δὲ πυκνότερον Ογ3. 303b12. Φγ3. 203a18. 5.
page-062-L	50	λυ	unmarked run: rules abstain	ἀνάξιος. καταδȣλȣ͂σθαι τȣ̀ς ἀναξίȣς Πη14. 1333b40. — λυ-
page-062-R	50	πκγ	unmarked run: rules abstain	ἀναπετάννυσθαι. τόπος ἀναπεπταμένος μβ5. 363a16. πκγ
page-062-R	56	διξ	unmarked run: rules abstain	διξ Ζιι8. 613b20.
